label	text
NEGATIVE	On the basis of the polyphasic  characterization findings, strains SG162T and NK01 represent a novel subspecies of L. buchneri, for which the name Lactobacillus buchneri subsp.
NEGATIVE	The type strain is SG162T (=JCM 32599T=DSM 107969T), and strains CD034 and S42 are also transferred to L. buchneri subsp.
NEGATIVE	This research determined the concentration of trehalose, xylose and l-citrulline  in fresh and fermented cucumbers and their utilization by Lactobacillus pentosus, Lactobacillus plantarum, Lactobacillus brevis and Lactobacillus buchneri.
NEGATIVE	Characterization of the Bacteriophage-Derived Endolysins PlySs2 and PlySs9 with In Vitro Lytic Activity against Bovine Mastitis Streptococcus uberis.
NEGATIVE	Bovine mastitis, an infection of the cow's mammary gland, is frequently caused by Streptococcus uberis and causes major economic losses in the dairy industry.
NEGATIVE	We here identified two endolysins, i.e., PlySs2 and PlySs9, respectively derived from Streptococcus suis serotype-2 and -9 prophages, with lytic activity against S. uberis in an in vitro setting.
NEGATIVE	PlySs2 and PlySs9 were challenged to a panel of subclinical and clinical S. uberis milk isolates and were both able to lyse all strains tested.
NEGATIVE	Taken together, we here propose PlySs2 and PlySs9 as candidate compounds to the current antimicrobial arsenal known against bovine mastitis-causing S. uberis as future add-on or replacement strategy to the currently used intramammary antibiotics.
NEGATIVE	PCR-DGGE analyses revealed that the lactic acid bacteria in both the Bayan Nur and Ordos samples of acidic gruel were Lactobacillus (L.) amylolyticus, L. alimentarius, L. fermentum, L. hamsteri, L. helveticus, L. panis, L. plantarum, L. pontis, and Leuconostoc lactis.
NEGATIVE	In this study, the effect of sustainable probiotics on Campylobacter jejuni colonization and gut microbiome composition was evaluated using chicken as a model organism.
NEGATIVE	A total of 120 chickens were used in duplicate trials to investigate the effectiveness of LC+mcra in decreasing C. jejuni colonization by means of kanamycin resistant strain compared to the control group.
NEGATIVE	We observed that LC+mcra can efficiently colonize various parts of the chicken gut and competitively reduce colonization of natural and challenged C. jejuni and natural Salmonella enterica.
NEGATIVE	LC+mcra was found to reduce C. jejuni colonization in cecum, ileum and jejunum, by more than one log CFU/g when compared to the no-probiotic control group.
NEGATIVE	Decreased contamination of drinking water by C. jejuni and S. enterica was also observed, suggesting a potential function of reducing horizontal transfer of enteric bacteria in poultry.
NEGATIVE	The dominant pathogens were Streptococcus anginosus group  organisms (74%).
NEGATIVE	AIMS: A mathematical model of the nonribosomal synthesis of tyrocidines and analogues by Brevibacillus parabrevis was constructed using a competitive binding mechanism (CBM) for the incorporation of the three variable aromatic amino acid (Aaa) residues in their sequence.
NEGATIVE	BACKGROUND: Cultures taken at the time of primary shoulder arthroplasty are commonly positive for Cutibacterium acnes.
POSITIVE	RESULTS: Forty-two (31.3%) patients had positive cultures (30 C. acnes and 21 with at least two positive cultures) at the time of surgery.
NEGATIVE	Results showed that both Streptococcus iniae and Streptococcus agalactiae were associated with disease in these sites.
NEGATIVE	Identical virulence profiles were found for all strains of S. iniae, while S. agalactiae strains were separated into virulence profile I and profile II.
NEGATIVE	Selected red- and orange-complex periodontal pathogens were phenotypically identified in the subgingival specimens, including Porphyromonas gingivalis, Tannerella forsythia, Prevotella intermedia/nigrescens, Parvimonas micra, Campylobacter rectus, Fusobacterium nucleatum, and Streptococcus constellatus.
NEGATIVE	The relative abundance of Faecalibacterium prausnitzii increased in the vegan group (+5.1% [95% CI, +2.4 to +7.9%]; p < 0.001) and correlated negatively with changes in weight (r = -0.24; p = 0.01), fat mass (r = -0.22; p = 0.02), and visceral fat (r = -0.20; p = 0.03).
NEGATIVE	RESULTS: Seven patients underwent incision and drainage with culture of cyst contents growing Cutibacterium acnes in six, while the seventh grew Cutibacterium acnes from a frequently worn hat.
NEGATIVE	CONCLUSION: Incision and drainage (I & D) and culture of cyst contents can identify cases of cysts related to Cutibacterium acnes.
NEGATIVE	Bordetella bronchiseptica (B. bronchiseptica) causes a respiratory disease in rabbits.
NEGATIVE	To determine the proteins of B. bronchiseptica in rabbits related to the disease, differentially accumulated proteins in B. bronchiseptica-infected cells  are identified by comparative proteomic analysis.
NEGATIVE	Fifty eight upregulated and 38 downregulated proteins are identified in spleen tissue after B. bronchiseptica infection of rabbits (both p < 0.05).
NEGATIVE	Analyses of control and infected spleen cells detect responses to B. bronchiseptica infection.
NEGATIVE	Infection markedly alters the expressions of proteins linked to the serine protease system, with the 'phagosome,' 'biosynthesis of amino acids,' 'glycine, serine threonine metabolism,' 'intestinal immune network for IgA production', and 'amino sugar and nucleotide sugar metabolism' associated with B. bronchiseptica infection.
NEGATIVE	The result will inform studies of responses to B. bronchiseptica infections in rabbits.
NEGATIVE	[Epub ahead of print]  Encapsulation of Lactobacillus acidophilus NCDC 016 cells by spray drying: characterization, survival after in vitro digestion, and storage stability.
NEGATIVE	In the present study, probiotic cells (Lactobacillus acidophilus) were encapsulated by spray drying technology to produce a probiotic powder using 20% maltodextrin and varied concentrations of gum arabic.
POSITIVE	Staphylococcus warneri GL1 showed the highest biocontrol efficacy of 77.67 % followed by Bacillus velezensis GL3 i.e.
NEGATIVE	The range of the MICs was from 15.6 to 250 μg mL-1, and 35% of the fungal metabolites exhibited antibacterial activity against Pseudomonas aeruginosa, Bacillus thuringiensis and Enterobacter aerogenes at 1000 μg mL-1 except the previously described antibacterial activities.
NEGATIVE	Early colonization by S. oralis and its interaction with Actinomyces oris seeds the development of oral biofilm or dental plaque.
NEGATIVE	Early colonizers, Veillonella parvula and Streptococcus sobrinus, and the later colonizer, Porphyromonas gingivalis, were labelled with green and red fluorescent dyes, respectively, and seeded on the discs.
NEGATIVE	In this study, we identified the AHLs produced in Paracoccus aminophilus JCM7686, Paracoccus aminovorans NBRC16711, Paracoccus thiocyanatus JCM20756, Paracoccus versutus JCM20754 and Paracoccus yeei ATCC BAA-599, and show that the main AHL produced in all the strains is C16-HSL.
NEGATIVE	The most common species were: Aeromonas hydrophila, Morganella morganii, Proteus vulgaris, Salmonella spp.
NEGATIVE	Counts of Porphyromonas gingivalis, Treponema denticola, Prevotella intermedia, Fusobacterium nucleatum and Aggregatibacter Actinomycetemcomitans were determined before SRP and at 4- and 6-months follow-up.
POSITIVE	Akkermansia muciniphila uses human milk oligosaccharides to thrive in the early life conditions in vitro.
POSITIVE	Akkermansia muciniphila is a well-studied anaerobic bacterium specialized in mucus degradation and associated with human health.
NEGATIVE	Because of the structural resemblance of mucus glycans and free human milk oligosaccharides (HMOs), we studied the ability of A. muciniphila to utilize human milk oligosaccharides.
NEGATIVE	We  found that A. muciniphila was able to grow on human milk and degrade HMOs.
NEGATIVE	Analyses of the proteome of A. muciniphila indicated that key-glycan degrading enzymes were expressed when the bacterium was grown on human milk.
POSITIVE	The hydrolysation of the host-derived glycan structures allows A. muciniphila to promote syntrophy with other beneficial bacteria, contributing in that way to a microbial ecological network in the gut.
POSITIVE	Thus, the capacity of A. muciniphila to utilize human milk will enable its survival in the early life intestine and colonization of the mucosal layer in early life, warranting later life mucosal and metabolic health.
NEGATIVE	Twenty  Corynebacterium strains were isolated and identified as Corynebacterium striatum  (n = 7), Corynebacterium amycolatum (n = 7), C. urealyticum (n = 3), Corynebacterium afermentans (n = 2), and Corynebacterium pseudodiphtheriticum (n  = 1).
NEGATIVE	In contrast, the enzyme C2I from the binary C. botulinum C2 toxin was not taken up into dendritic cells, indicating the specific uptake of C3 toxins.
NEGATIVE	Methods: To examine the expression of IL-1β and NLRPs inflammasome in tissues with severe chronic periodontitis, and further investigate how Caspase-4-dependent non-canonical NLRP3 inflammasome pathways functioned during the interactions of Streptococcus mitis (S. mitis) and P. gingivalis with human THP-1 cells.
POSITIVE	In human THP-1 cells, P. gingivalis activates the synthesis and secretion of IL-1β to higher levels than S. mitis.
NEGATIVE	Two recent reports suggested that the less common, less virulent enterococcal species, Enterococcus gallinarum and E. casseliflavus, with low-level vancomycin  resistance due to chromosomally encoded vanC1 and vanC2/3, may influence host immunity.
NEGATIVE	We reported that peri-transplant gut colonization with E. gallinarum and E. casseliflavus is associated with lower mortality after allogeneic hematopoietic cell transplantation (HCT).
NEGATIVE	Comparing qPCR results with 16S rRNA gene sequencing results suggested that E. gallinarum may reach high abundances, potentially persisting into HCT and influencing transplant outcomes.
NEGATIVE	Potential Allylpyrocatechol Derivatives as Antibacterial Agent Against Oral Pathogen of S. sanguinis ATCC 10,556 and as Inhibitor of MurA Enzymes: in vitro and in silico Study.
NEGATIVE	Background: Streptococcus sanguinis is Gram-positive bacteria that contribute to  caries.
NEGATIVE	However, there is no more information on  the antibacterial activity and molecular mechanism of P. betle's compound against S. sanguinis.
NEGATIVE	Results: The antibacterial compound identified as allylpyrocatechol showed inhibitory activity against S. sanguinis with an inhibition zone of 11.85 mm at 1%, together with MIC and MBC values of 39.1 and 78.1 μg/mL, respectively.
NEGATIVE	Conclusion: Two allylpyrocatechol derivatives were predicted to have a good potency as a novel natural antibacterial agent against S. sanguinis through blocking MurA activity that causes disruption of bacterial cell wall.
NEGATIVE	[Epub ahead of print]  TonB-Dependent Receptors Affect the Spontaneous Oxytetracycline Resistance Evolution in Aeromonas hydrophila.
NEGATIVE	In this study, Aeromonas hydrophila strains with different resistance levels to oxytetracycline (OXY) were induced by sublethal antibiotic selection pressure, and differential expression of proteins was compared among them using iTRAQ-based quantitative proteomics.
NEGATIVE	A pink-coloured bacterium (strain KR32T) was isolated from cheese and assigned to the 'Arthrobacter agilis group'.
NEGATIVE	Members of the 'pink Arthrobacter agilis group'  form a stable clade (100 % bootstrap value) and contain the species Arthrobacter  agilis, Arthrobacter ruber and Arthrobacter echini, which share ≥99.0 % 16S rRNA  gene sequence similarity.
NEGATIVE	Isolate KR32T showed highest 16S rRNA gene sequence similarity (99.9 %) to A. agilis DSM 20550T.
NEGATIVE	Additional multilocus sequence comparison confirmed the assignment of strain KR32T to the clade 'pink A. agilis  group'.
